上海IPTV,#genre#
SiTV全纪实,http://117.136.154.98/PLTV/88888888/224/3221225792/index.m3u8
SiTV动漫秀场,http://117.136.154.98/PLTV/88888888/224/3221225610/index.m3u8
SiTV极速汽车,http://117.136.154.98/PLTV/88888888/224/3221225614/index.m3u8
SiTV法治天地,http://117.136.154.98/PLTV/88888888/224/3221225609/index.m3u8
SiTV游戏风云,http://117.136.154.68/PLTV/88888888/224/3221225611/index.m3u8
SiTV生活时尚,http://117.136.154.98/PLTV/88888888/224/3221225604/index.m3u8
SiTV都市剧场,http://117.136.154.98/PLTV/88888888/224/3221225606/index.m3u8
SiTV新视觉,http://112.25.48.68/live/program/live/xsjhd/4000000/mnf.m3u8
SiTV动漫秀场,http://112.25.48.68/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV游戏风云,http://112.25.48.68/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV劲爆体育,http://112.25.48.68/live/program/live/jbtyhd/4000000/mnf.m3u8
SiTV魅力足球,http://112.25.48.68/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV欢笑剧场,http://112.25.48.68/live/program/live/hxjchd/4000000/mnf.m3u8
SiTV极速汽车,http://112.25.48.68/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV生活时尚,http://112.25.48.68/live/program/live/shsshd/4000000/mnf.m3u8
SiTV全纪实,http://112.25.48.68/live/program/live/qjshd/4000000/mnf.m3u8
SiTV都市剧场,http://112.25.48.68/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV幸福彩,http://112.25.48.68/live/program/live/xfchd/4000000/mnf.m3u8
SiTV法治天地,http://112.25.48.68/live/program/live/fztd/1300000/mnf.m3u8
SiTV金色频道,http://112.25.48.68/live/program/live/jingsepd/1300000/mnf.m3u8
SiTV七彩戏剧,http://112.25.48.68/live/program/live/qcxj/1300000/mnf.m3u8
SiTV东方财经,http://112.25.48.68/live/program/live/dfcj/1300000/mnf.m3u8
黑莓电影,http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8
黑莓动画,http://111.40.196.9/PLTV/88888888/224/3221225628/index.m3u8
NewTV,#genre#
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NewTV惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
NewTV动作电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225671/index.m3u8
NewTV爱情喜剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225748/index.m3u8
NewTV超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
NewTV超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
NewTV江西,http://39.134.115.163:8080/PLTV/88888910/224/3221225979/index.m3u8
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
NewTV金牌综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
NewTV惊悚悬疑,http://39.134.115.163:8080/PLTV/88888910/224/3221225717/index.m3u8
NewTV精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
NewTV精品体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
NewTV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
NewTV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
NewTV炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8
NewTV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
NewTV中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8
NewTV中国功夫,http://39.134.155.169/PLTV/88888888/224/3221225585/index.m3u8
NewTV军事评论,http://39.134.155.213/PLTV/88888888/224/3221225587/index.m3u8
NewTV军旅剧场,http://39.134.155.133/PLTV/88888888/224/3221225573/index.m3u8
NewTV农业致富,http://39.134.155.163/PLTV/88888888/224/3221225568/index.m3u8
NewTV动作电影,http://39.134.155.161/PLTV/88888888/224/3221225673/index.m3u8
NewTV古装剧场,http://39.134.155.183/PLTV/88888888/224/3221225571/index.m3u8
NewTV怡伴健康,http://39.134.155.197/PLTV/88888888/224/3221225589/index.m3u8
NewTV明星大片,http://39.134.155.161/PLTV/88888888/224/3221225669/index.m3u8
NewTV武搏世界,http://39.134.155.191/PLTV/88888888/224/3221225560/index.m3u8
NewTV海外剧场,http://39.134.155.137/PLTV/88888888/224/3221225579/index.m3u8
NewTV潮妈辣婆,http://39.134.155.173/PLTV/88888888/224/3221225574/index.m3u8
NewTV炫舞未来,http://39.134.155.149/PLTV/88888888/224/3221225558/index.m3u8
NewTV爱情喜剧,http://39.134.155.141/PLTV/88888888/224/3221225564/index.m3u8
NewTV精品大剧,http://39.134.155.155/PLTV/88888888/224/3221225666/index.m3u8
NewTV精品纪录,http://39.134.155.147/PLTV/88888888/224/3221225668/index.m3u8
NewTV超级体育,http://39.134.155.149/PLTV/88888888/224/3221225510/index.m3u8
NewTV超级体育,http://39.134.155.153/PLTV/88888888/224/3221225576/index.m3u8
NewTV超级体育,http://39.134.155.137/PLTV/88888888/224/3221225653/index.m3u8
NewTV超级电影,http://39.134.155.189/PLTV/88888888/224/3221225497/index.m3u8
NewTV超级电影,http://39.134.155.133/PLTV/88888888/224/3221225582/index.m3u8
NewTV超级电影,http://39.134.155.141/PLTV/88888888/224/3221225656/index.m3u8
NewTV超级电视剧,http://39.134.155.135/PLTV/88888888/224/3221225514/index.m3u8
NewTV超级电视剧,http://39.134.155.145/PLTV/88888888/224/3221225595/index.m3u8
NewTV超级综艺,http://39.134.155.203/PLTV/88888888/224/3221225495/index.m3u8
NewTV超级综艺,http://39.134.155.139/PLTV/88888888/224/3221225593/index.m3u8
NewTV中国功夫,http://117.136.154.98/PLTV/88888888/224/3221225571/index.m3u8
NewTV军事评论,http://117.136.154.98/PLTV/88888888/224/3221225570/index.m3u8
NewTV军旅剧场,http://117.136.154.86/PLTV/88888888/224/3221225561/index.m3u8
NewTV农业致富,http://117.136.154.86/PLTV/88888888/224/3221225567/index.m3u8
NewTV动作电影,http://117.136.154.98/PLTV/88888888/224/3221225564/index.m3u8
NewTV动作电影,http://117.136.154.98/PLTV/88888888/224/3221225690/index.m3u8
NewTV古装剧场,http://117.136.154.98/PLTV/88888888/224/3221225559/index.m3u8
NewTV家庭剧场,http://117.136.154.98/PLTV/88888888/224/3221225563/index.m3u8
NewTV家庭剧场,http://117.136.154.98/PLTV/88888888/224/3221225719/index.m3u8
NewTV怡伴健康,http://117.136.154.98/PLTV/88888888/224/3221225560/index.m3u8
NewTV惊悚悬疑,http://117.136.154.98/PLTV/88888888/224/3221225569/index.m3u8
NewTV惊悚悬疑,http://117.136.154.98/PLTV/88888888/224/3221225723/index.m3u8
NewTV武搏世界,http://117.136.154.86/PLTV/88888888/224/3221225574/index.m3u8
NewTV潮妈辣婆,http://117.136.154.98/PLTV/88888888/224/3221225576/index.m3u8
NewTV炫舞未来,http://117.136.154.68/PLTV/88888888/224/3221225573/index.m3u8
NewTV爱情喜剧,http://117.136.154.98/PLTV/88888888/224/3221225562/index.m3u8
NewTV精品体育,http://117.136.154.98/PLTV/88888888/224/3221225555/index.m3u8
NewTV精品体育,http://117.136.154.98/PLTV/88888888/224/3221225696/index.m3u8
NewTV精品大剧,http://117.136.154.68/PLTV/88888888/224/3221225558/index.m3u8
NewTV精品大剧,http://117.136.154.98/PLTV/88888888/224/3221225692/index.m3u8
NewTV精品纪录,http://117.136.154.68/PLTV/88888888/224/3221225568/index.m3u8
NewTV精品纪录,http://117.136.154.98/PLTV/88888888/224/3221225712/index.m3u8
NewTV超级体育,http://117.136.154.68/PLTV/88888888/224/3221225514/index.m3u8
NewTV超级电影,http://117.136.154.98/PLTV/88888888/224/3221225513/index.m3u8
NewTV超级电视剧,http://117.136.154.98/PLTV/88888888/224/3221225516/index.m3u8
NewTV超级综艺,http://117.136.154.98/PLTV/88888888/224/3221225777/index.m3u8
NewTV金牌综艺,http://117.136.154.98/PLTV/88888888/224/3221225572/index.m3u8
NewTV金牌综艺,http://117.136.154.98/PLTV/88888888/224/3221225704/index.m3u8
NewTV明星大片,http://117.136.154.98/PLTV/88888888/224/3221225565/index.m3u8
NewTV明星大片,http://117.136.154.98/PLTV/88888888/224/3221225725/index.m3u8
NewTV海外剧场,http://117.136.154.98/PLTV/88888888/224/3221225566/index.m3u8
NewTV爱情喜剧,http://111.40.196.9/PLTV/88888888/224/3221225616/index.m3u8
NewTV潮妈辣破,http://111.40.196.9/PLTV/88888888/224/3221225680/index.m3u8
NewTV动作电影,http://111.40.196.9/PLTV/88888888/224/3221225620/index.m3u8
NewTV古装剧场,http://111.40.196.9/PLTV/88888888/224/3221225618/index.m3u8
NewTV金牌综艺,http://111.40.196.9/PLTV/88888888/224/3221225650/index.m3u8
NewTV惊悚悬疑,http://111.40.196.9/PLTV/88888888/224/3221225638/index.m3u8
NewTV精品大剧,http://111.40.196.9/PLTV/88888888/224/3221225612/index.m3u8
NewTV精品记录,http://111.40.196.9/PLTV/88888888/224/3221225630/index.m3u8
NewTV精品体育,http://111.40.196.9/PLTV/88888888/224/3221225608/index.m3u8
NewTV军旅剧场,http://111.40.196.9/PLTV/88888888/224/3221225622/index.m3u8
NewTV军事评论,http://111.40.196.9/PLTV/88888888/224/3221225634/index.m3u8
NewTV农业致富,http://111.40.196.9/PLTV/88888888/224/3221225636/index.m3u8
NewTV武博世界,http://111.40.196.9/PLTV/88888888/224/3221225664/index.m3u8
NewTV怡伴健康,http://111.40.196.9/PLTV/88888888/224/3221225614/index.m3u8
NewTV中国功夫,http://111.40.196.9/PLTV/88888888/224/3221225678/index.m3u8
